table_no,table_title,source_table_index,source_row,row_kind,subsection,explicit_code,effective_parent_code,work_type,basis,unit_raw,time_norm_raw_person_hours
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,60,variant_or_continuation,,,22-5-2г,ерга тушириш,,10 t,"3,1"
23,23. Сув қудуқларини сақлаш учун вақт меъёрлари,24,2,norm,,23-1-1,23-1-1,Сув қудуқларини тозалаш,К23-1,1 қудуқ,"1,3"
23,23. Сув қудуқларини сақлаш учун вақт меъёрлари,24,3,norm,,23-2-1,23-2-1,Бетон сув қудуқларини таъмирлаш,К23-2,1 m2,"2,6"
23,23. Сув қудуқларини сақлаш учун вақт меъёрлари,24,4,norm,,23-3-1,23-3-1,Сув қудуқларини баландлигини таъминлаш ғишт териш билан: 1 қатор,К23-3,100 рsc,6.2
23,23. Сув қудуқларини сақлаш учун вақт меъёрлари,24,5,norm,,23-4-1,23-4-1,Сув қудуқларини баландлигини таъминлаш ғишт териш билан: 2 қатор,К23-3,100 рsc,"3,6"
23,23. Сув қудуқларини сақлаш учун вақт меъёрлари,24,6,norm,,23-5-1,23-5-1,Сув ўтказувчи қурилмаларни таъмирлашда бузилган решёткаларни алмаштириш,К23-4,1 psc,"0,7"
23,23. Сув қудуқларини сақлаш учун вақт меъёрлари,24,7,norm,,23-6-1,23-6-1,Сув насосларини сақлаш (бир мартаба қаров ишлари),,1 psc,4
24,24. Канализация сув қувурларини сақлаш учун вақт меъёрлари,25,2,norm,,24-1-1,24-1-1,"Санитар-техник ишлар. Чўян канализация қувурларини бузиш, диаметри: 50 mm гача",К24-1,1 m,"0,51"
24,24. Канализация сув қувурларини сақлаш учун вақт меъёрлари,25,3,variant_or_continuation,,,24-1-1,100 mm гача,,,"0,72"
24,24. Канализация сув қувурларини сақлаш учун вақт меъёрлари,25,4,variant_or_continuation,,,24-1-1,125 mm гача,,,"0,85"
24,24. Канализация сув қувурларини сақлаш учун вақт меъёрлари,25,5,variant_or_continuation,,,24-1-1,150 mm гача,,,"1,0"
24,24. Канализация сув қувурларини сақлаш учун вақт меъёрлари,25,6,norm,,24-2-1,24-2-1,"Санитар-техник ишлар. Сопол канализация қувурларини бузиш, диаметри: 150 mm гача",К24-2,1 m2,"0,43"
24,24. Канализация сув қувурларини сақлаш учун вақт меъёрлари,25,7,variant_or_continuation,,,24-2-1,200 mm гача,,,"0,49"
24,24. Канализация сув қувурларини сақлаш учун вақт меъёрлари,25,8,norm,,24-3-1,24-3-1,Сув қудуқларини баландлигини таъминлаш ғишт териш билан: 1 қатор,К23-3,100 рsc,6.2
25,25. Марказий иситиш қувурларини сақлаш учун вақт меъёрлари,26,2,norm,,25-1-1,25-1-1,"Санитар-техник ишлар. Марказий иситиш қувурларини тўлиқ бузиш (резбали уланган), қувур диаметри: 32 mm гача",К25-1,1 m,"0,4"
25,25. Марказий иситиш қувурларини сақлаш учун вақт меъёрлари,26,3,norm,,25-1-1,25-1-1,50 mm гача,,1 m,"0,58"
25,25. Марказий иситиш қувурларини сақлаш учун вақт меъёрлари,26,4,norm,,25-1-1,25-1-1,76 mm гача,,1 m,"0,74"
25,25. Марказий иситиш қувурларини сақлаш учун вақт меъёрлари,26,5,norm,,25-2-1,25-2-1,"Санитар-техник ишлар. Марказий иситиш қувурларини тўлиқ бузиш (пайвандланган қувур), қувур диаметри: 50 mm гача",К25-2,1 m,"0,44"
25,25. Марказий иситиш қувурларини сақлаш учун вақт меъёрлари,26,6,norm,,25-2-1а,25-2-1а,100 mm гача,,1 m,"0,65"
25,25. Марказий иситиш қувурларини сақлаш учун вақт меъёрлари,26,7,norm,,25-2-1б,25-2-1б,150 mm гача,,1 m,"1,2"
25,25. Марказий иситиш қувурларини сақлаш учун вақт меъёрлари,26,8,norm,,25-3-1,25-3-1,"Санитар-техник ишлар. Аввал ишлатилган марказий иситиш қувурларини йиғиш (резьбада уланган), қувур диаметри 32 mm гача",К25-3,1 m,"1,3"
25,25. Марказий иситиш қувурларини сақлаш учун вақт меъёрлари,26,9,norm,,25-3-1а,25-3-1а,50 mm гача,,1 m,"2,0"
25,25. Марказий иситиш қувурларини сақлаш учун вақт меъёрлари,26,10,norm,,25-3-1б,25-3-1б,76 mm гача,,1 m,"2,4"
25,25. Марказий иситиш қувурларини сақлаш учун вақт меъёрлари,26,11,norm,,25-4-1,25-4-1,"Санитар-техник ишлар. Аввал ишлатил-ган марказий иситиш қувурларини йиғиш (пайвандлаб уланган), қувур диаметри 50 mm гача",К25-4,1 m,"0,44"
25,25. Марказий иситиш қувурларини сақлаш учун вақт меъёрлари,26,12,norm,,25-4-1а,25-4-1а,100 mm гача,К25-4а,1 m,"0,65"
25,25. Марказий иситиш қувурларини сақлаш учун вақт меъёрлари,26,13,norm,,25-4-1б,25-4-1б,150 mm гача,К25-4б,1 m,"1,2"
26,26. Сув таъминоти қувурларини сақлаш учун вақт меъёрлари,27,2,norm,,26-1-1,26-1-1,Санитар-техник ишлар сув таъминотининг темир газ қувурларини тўлиқ бузиш диаметри: 32 mm гача,К26-1,1 m,"0,27"
26,26. Сув таъминоти қувурларини сақлаш учун вақт меъёрлари,27,3,norm,,26-1-1а,26-1-1а,63 mm гача,К26-1а,1 m,"0,44"
26,26. Сув таъминоти қувурларини сақлаш учун вақт меъёрлари,27,4,norm,,26-1-1б,26-1-1б,76 mm гача,К26-1б,1 m,"0,22"
26,26. Сув таъминоти қувурларини сақлаш учун вақт меъёрлари,27,5,norm,,26-2-1,26-2-1,"Санитар-техник ишлар. Аввал ишлатилган сув таъминоти қувурларини йиғиш, диаметри: 20 mm гача",К26-2,1 m,"1,0"
26,26. Сув таъминоти қувурларини сақлаш учун вақт меъёрлари,27,6,norm,,26-2-1а,26-2-1а,32 mm гача,К26-2а,1 m,"1,2"
26,26. Сув таъминоти қувурларини сақлаш учун вақт меъёрлари,27,7,norm,,26-2-1б,26-2-1б,63 mm гача,К26-2б,1 m,"1,6"
26,26. Сув таъминоти қувурларини сақлаш учун вақт меъёрлари,27,8,norm,,26-2-1в,26-2-1в,76 mm гача,К26-2в,,"1,8"
26,26. Сув таъминоти қувурларини сақлаш учун вақт меъёрлари,27,9,norm,,26-3-1,26-3-1,"Санитар-техник ишлар. Кўча чўян сув қувурларини бузиш, диаметри: 50 mm гача",К26-3,1 m,"0,47"
26,26. Сув таъминоти қувурларини сақлаш учун вақт меъёрлари,27,10,norm,,26-3-1а,26-3-1а,75 mm гача,К26-3а,1 m,"0,51"
26,26. Сув таъминоти қувурларини сақлаш учун вақт меъёрлари,27,11,norm,,26-3-1б,26-3-1б,100 mm гача,К26-3б,1 m,"0,57"
26,26. Сув таъминоти қувурларини сақлаш учун вақт меъёрлари,27,12,norm,,26-3-1в,26-3-1в,125 mm гача,К26-3в,1 m,"0,66"
26,26. Сув таъминоти қувурларини сақлаш учун вақт меъёрлари,27,13,norm,,26-3-1г,26-3-1г,150 mm гача,К26-3г,1 m,"0,79"
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,2,norm,,27-1-1,27-1-1,Кабель канали метал қалпоқларини устки қисмларини тозалаш ва ўрнидан олиш,,100 pcs,"171,4"
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,3,norm,,27-1-2,27-1-2,Кабель каналини ички юзасида мавжуд бўлган чиқиндилардан тозалаш ва назорати,,100 m3,"254,1"
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,4,norm,,27-1-3,27-1-3,Кабель канали метал қалпоқларини жойига ўрнатиш,,100 pcs,170
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,5,norm,,27-1-4,27-1-4,Дренаж ариқлари метал қапқоғини ўрнидан олиш,,pcs,"1,52"
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,6,norm,,27-1-5,27-1-5,Дренаж каналларини лой ва мусордан тозалаш (бир йилда тўрт марта) ва юклаш,,100 m3,"5,95"
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,7,norm,,27-1-6,27-1-6,Дренаж ариқлари метал қапқоғини ўрнига ўрнатиш,,pcs,"1,57"
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,8,norm,,27-1-7,27-1-7,"Тонелни ички қисмида жолобларни қўл кучи билан тозалаш учун 200 m масофадан эритма ташиб келиш в=0,5 m, h=7,5 метргача автогидроподёмник ёрдамида",,10 m,"1,36"
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,9,norm,,27-1-8,27-1-8,Тонелни ички қисмида жолобларни қурик латта билан қайта қўл кучи билан артиб чиқиш,,0 m,"1,0"
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,10,norm,,7-1-9,7-1-9,"Тонелни ички қисмида темир потолокларни қўл кучи билан тозалаш, йилига турт марта, h=6 m автогидроподёмник ёрдамида",,100 m2,"27,0"
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,11,heading,2. Шамоллатиш тизими,,7-1-9,2. Шамоллатиш тизими,,,
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,12,norm,2. Шамоллатиш тизими,27-2,27-2,Вентилятор ВС-10-400-800 умумий сони 103 дона,,,
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,13,heading,Вентилятор Ц4-76-№20 умумий сони 8 дона,,27-2,Вентилятор Ц4-76-№20 умумий сони 8 дона,,,
